movieId,action,horror,documentary,tv movie,history,adventure,animation,mystery,war,science fiction,comedy,drama,music,family,western,thriller,romance,crime,foreign,fantasy
175,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
176,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
177,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
178,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
180,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
182,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0
183,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0
184,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
185,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
186,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
192,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
193,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
194,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
195,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
196,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
197,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
198,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
199,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
200,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
201,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
203,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
204,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
205,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
206,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
207,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
211,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
212,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
213,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
214,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
217,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
219,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
220,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
221,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
222,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
224,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
225,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
227,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
228,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
229,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
231,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
232,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
233,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
234,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
236,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
237,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
238,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
239,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
240,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
241,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
242,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
243,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
244,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
246,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
247,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
248,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
249,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
250,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
251,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
252,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
253,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
254,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
255,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
256,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
257,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
258,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
259,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
260,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
261,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
262,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
265,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
266,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
267,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
269,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
271,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
272,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
273,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
274,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
275,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
276,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
278,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
279,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
280,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
281,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
284,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
285,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
289,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
290,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
291,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
293,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
294,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
296,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
297,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
299,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
300,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
303,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
306,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
307,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
308,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
309,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
310,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
311,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
312,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
316,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
317,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
318,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
319,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
320,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
321,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
322,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
326,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
327,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
329,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
330,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
331,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
332,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
333,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
337,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
338,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
339,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
340,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
342,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
343,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
344,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
345,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
346,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
347,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
348,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
349,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
350,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
363,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
377,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
379,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
380,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
381,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0
383,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
387,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
388,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
389,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
390,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
392,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
395,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
396,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
397,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
398,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
401,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
402,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
403,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
404,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
405,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
406,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
407,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
408,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
409,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
410,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
411,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
414,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
421,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
422,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
423,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
424,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
425,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
426,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
427,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
428,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
